date,ticker,tone_z
2017-01-20,GS,-0.1028461291745428
2017-01-21,AAPL,-2.1116762802043896
2017-01-21,GS,-2.167014295422962
2017-01-21,JPM,0.7769153094852664
2017-01-22,AAPL,-0.8780881615649423
2017-01-22,GS,-2.730712538714376
2017-01-22,JPM,-2.0703476517271926
2017-01-23,AAPL,-0.2319280484570617
2017-01-23,BA,0.0295313614330134
2017-01-23,GS,-0.3803345981834714
2017-01-23,JPM,0.207838899154293
2017-01-24,AAPL,-0.5113252625069683
2017-01-24,BA,0.1091158919514091
2017-01-24,GS,-0.8996197071981668
2017-01-24,JPM,0.4956536876098234
2017-01-25,AAPL,0.1126025902081019
2017-01-25,BA,0.923640838004354
2017-01-25,GS,0.58738884581022
2017-01-25,JPM,0.9545981252371836
2017-01-26,AAPL,0.7788019620258171
2017-01-26,BA,0.9493590051369112
2017-01-26,GS,0.0306658003784368
2017-01-26,JPM,0.5123542400881047
2017-01-27,AAPL,0.8946066549843722
2017-01-27,BA,0.4909001220753972
2017-01-27,GS,0.0513112873632039
2017-01-27,JPM,-0.1299660230342296
2017-01-28,AAPL,0.2829889324466538
2017-01-28,BA,2.987450068387405
2017-01-28,GS,0.4279300662961872
2017-01-29,AAPL,0.4708976320073689
2017-01-29,BA,1.2895861383240372
2017-01-29,IBM,-0.2518809686245812
2017-01-29,JPM,1.3621399320830896
2017-01-30,AAPL,-0.6998250388534684
2017-01-30,BA,-0.3861487211188229
2017-01-30,GS,-1.013043369200983
2017-01-30,IBM,-0.9213876023947172
2017-01-30,JPM,-0.2157322661491396
2017-01-30,VZ,-0.2794354934764464
2017-01-31,AAPL,-0.2421448329239182
2017-01-31,BA,-0.5009341777136462
2017-01-31,GS,-0.8009369041134503
2017-01-31,IBM,0.4958833118836623
2017-01-31,JPM,0.5249569208286191
2017-01-31,VZ,-1.5508592138627304
2017-02-01,AAPL,0.5282869463424005
2017-02-01,BA,0.0688764411464098
2017-02-01,GS,0.714069233673365
2017-02-01,IBM,0.2953179939347299
2017-02-01,JPM,0.1965632042417755
2017-02-01,VZ,-1.482739694308674
2017-02-02,AAPL,-0.3076844845382515
2017-02-02,BA,-1.0377164975159645
2017-02-02,GS,-0.5389177538757554
2017-02-02,IBM,-0.2394620605673457
2017-02-02,JPM,0.5935877521958464
2017-02-02,V,0.2915856742866295
2017-02-02,VZ,0.0208695097805612
2017-02-03,AAPL,0.2603285292264436
2017-02-03,BA,-0.9379489898165146
2017-02-03,GS,0.176536493884165
2017-02-03,IBM,-0.595589302693464
2017-02-03,JPM,-1.1308644581486842
2017-02-03,VZ,-0.2454949468427886
2017-02-04,AAPL,-0.5296578310073895
2017-02-04,BA,-0.6987157758367077
2017-02-04,GS,0.080788419270638
2017-02-04,JPM,0.183141960609508
2017-02-04,V,-1.1546865521236245
2017-02-04,VZ,1.3610696625722254
2017-02-05,AAPL,1.45017866868932
2017-02-05,BA,-2.3381219394399375
2017-02-05,GS,-0.4969196876251759
2017-02-05,IBM,0.5840476629666809
2017-02-05,JPM,-2.6316264310888378
2017-02-05,V,-0.0654096965737524
2017-02-06,AAPL,-0.6483950829205759
2017-02-06,BA,-0.4354579569507872
2017-02-06,GS,-0.7627067965814254
2017-02-06,IBM,0.9046242132229544
2017-02-06,JPM,1.1112775033144993
2017-02-06,V,-0.762250180199104
2017-02-06,VZ,-0.0095482263997421
2017-02-07,AAPL,-0.3673320047516139
2017-02-07,BA,-0.9192524589776878
2017-02-07,CSCO,-0.2714950787029742
2017-02-07,GS,0.3430371506341022
2017-02-07,IBM,-0.4764748620336323
2017-02-07,JPM,0.4978809471699075
2017-02-07,V,-0.7232481869647575
2017-02-08,AAPL,-0.6753348236499263
2017-02-08,BA,0.0179916224468739
2017-02-08,CSCO,-1.5559286850287006
2017-02-08,GS,-0.9177533608902348
2017-02-08,IBM,1.2231634562647271
2017-02-08,JPM,0.2858613080121615
2017-02-08,VZ,0.8484442645235915
2017-02-09,AAPL,-0.4122195896838888
2017-02-09,BA,0.234631469831269
2017-02-09,CSCO,-2.802310759652802
2017-02-09,GS,-0.4310336900575267
2017-02-09,IBM,-1.954799803983448
2017-02-09,JPM,0.2163096738280797
2017-02-09,NKE,0.6917447820790129
2017-02-09,V,-1.0025774146187418
2017-02-09,VZ,-0.2013964782588009
2017-02-10,AAPL,0.4562742956362843
2017-02-10,BA,-1.4945997417786052
2017-02-10,CSCO,-0.7136373491099558
2017-02-10,GS,0.6474420413689593
2017-02-10,IBM,-2.3530636227237087
2017-02-10,JPM,-0.5518954815150434
2017-02-10,NKE,-0.3738087812977752
2017-02-10,VZ,0.143775668849641
2017-02-11,AAPL,2.1807324090940066
2017-02-11,BA,0.3445282939716475
2017-02-11,GS,1.434629528287543
2017-02-11,IBM,1.091922024088973
2017-02-11,VZ,1.5543767957065662
2017-02-12,AAPL,1.3902796054420494
2017-02-12,BA,1.1012478455707415
2017-02-12,CSCO,-1.1526911548479335
2017-02-12,GS,-2.0055409906067516
2017-02-12,IBM,-0.8574971801190617
2017-02-12,JPM,1.8413391204462657
2017-02-12,NKE,-1.0356882328415096
2017-02-12,V,0.4197683601608791
2017-02-12,VZ,-0.5817843554997729
2017-02-13,AAPL,0.3969925003582866
2017-02-13,BA,-0.043452806439086
2017-02-13,GS,0.4060957941347482
2017-02-13,IBM,-0.2628469172478277
2017-02-13,JPM,-0.4168059398024634
2017-02-13,V,-0.6644411850897805
2017-02-13,VZ,-1.0402823234087732
2017-02-14,AAPL,0.0722173953078432
2017-02-14,BA,0.4520567122651592
2017-02-14,CSCO,0.6657919637619417
2017-02-14,GS,0.0489770233331831
2017-02-14,IBM,0.8600619283078459
2017-02-14,JPM,0.0893456379272025
2017-02-14,NKE,-0.662327348703587
2017-02-14,V,0.5580546251929109
2017-02-14,VZ,0.0594793712993661
2017-02-15,AAPL,-0.3683424243900484
2017-02-15,BA,0.6727577440425636
2017-02-15,CSCO,-0.4436092694256374
2017-02-15,GS,0.3472316155724713
2017-02-15,HD,0.3890689633246942
2017-02-15,IBM,-1.2164816304846782
2017-02-15,JPM,-0.3345686053129146
2017-02-15,NKE,-0.7717940595049884
2017-02-15,V,0.7992666913453991
2017-02-15,VZ,-1.5796720001755111
2017-02-16,AAPL,0.3011394170681498
2017-02-16,BA,-0.8966339613600376
2017-02-16,CSCO,-0.4612128984430418
2017-02-16,GS,-0.1505025462023892
2017-02-16,HD,-0.8126523538360054
2017-02-16,IBM,0.3326674279125911
2017-02-16,JPM,-1.467549191505298
2017-02-16,NKE,0.2159768345890234
2017-02-16,V,0.6688717831494468
2017-02-16,VZ,-1.2291517711925122
2017-02-17,AAPL,-0.0999392695919114
2017-02-17,BA,0.7066557329221104
2017-02-17,CSCO,0.5499321465524922
2017-02-17,GS,-0.0522707147259186
2017-02-17,HD,0.2706830226083362
2017-02-17,IBM,-0.7714391207470634
2017-02-17,JPM,-0.3512631186632023
2017-02-17,V,-0.0673928777847341
2017-02-17,VZ,-1.272969154047037
2017-02-18,AAPL,-0.0546155927164184
2017-02-18,BA,0.2855638617499512
2017-02-18,GS,-0.3917769155054393
2017-02-18,HD,0.3030011281248856
